"LOB","class_code","class_code_desc","auto_size_class","auto_size_class_type","auto_size_class_weight","auto_business_use_class","auto_radius_class","auto_fleet","auto_classification","auto_subclassification","auto_type","auto_subtype"
AL,"22692",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Zone Rated,Y,NOC,Petroleum Business,"Truck, Tractor, or Trailer",
AL,"22699",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Zone Rated,Y,NOC,NOC,"Truck, Tractor, or Trailer",
AL,"23111",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,N,Manufacturers,Chemical,"Truck, Tractor, or Trailer",
AL,"23112",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,N,Manufacturers,Furniture,"Truck, Tractor, or Trailer",
AL,"23113",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,N,Manufacturers,Garment,"Truck, Tractor, or Trailer",
AL,"23114",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,N,Manufacturers,Machinery,"Truck, Tractor, or Trailer",
AL,"23115",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,N,Manufacturers,Metal,"Truck, Tractor, or Trailer",
AL,"23116",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,N,Manufacturers,Structural Iron or Steel,"Truck, Tractor, or Trailer",
AL,"23119",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,N,Manufacturers,NOC,"Truck, Tractor, or Trailer",
AL,"23121",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,N,Truckers,Common Carriers,"Truck, Tractor, or Trailer",
AL,"23122",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,N,Truckers,Contract Carriers - NOC,"Truck, Tractor, or Trailer",
AL,"23123",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,N,Truckers,Contract Carriers - Hauling Chemicals,"Truck, Tractor, or Trailer",
AL,"23124",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,N,Truckers,Contract Carriers - Hauling Iron and Steel,"Truck, Tractor, or Trailer",
AL,"23125",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,N,Truckers,Exempt Carriers - NOC,"Truck, Tractor, or Trailer",
AL,"23126",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,N,Truckers,Exempt Carriers - Hauling Livestock,"Truck, Tractor, or Trailer",
AL,"23127",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,N,Truckers,Contract Carriers - Hauling Petroleum or Petroleum Products,"Truck, Tractor, or Trailer",
AL,"23129",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,N,Truckers,NOC,"Truck, Tractor, or Trailer",
AL,"23131",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,N,Food Delivery,Canneries an Packing Plants,"Truck, Tractor, or Trailer",
AL,"23132",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,N,Food Delivery,Fish and Seafood,"Truck, Tractor, or Trailer",
AL,"23133",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,N,Food Delivery,Frozen Food,"Truck, Tractor, or Trailer",
AL,"23134",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,N,Food Delivery,Fruit and Vegetable,"Truck, Tractor, or Trailer",
AL,"23135",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,N,Food Delivery,Meat or Poultry,"Truck, Tractor, or Trailer",
AL,"23139",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,N,Food Delivery,NOC,"Truck, Tractor, or Trailer",
AL,"23141",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,N,Specialized Delivery,Armored Cars,"Truck, Tractor, or Trailer",
AL,"23142",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,N,Specialized Delivery,Film Delivery,"Truck, Tractor, or Trailer",
AL,"23143",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,N,Specialized Delivery,Magazines or Newspapers,"Truck, Tractor, or Trailer",
AL,"23144",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,N,Specialized Delivery,Mail and Parcel Post,"Truck, Tractor, or Trailer",
AL,"23149",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,N,Specialized Delivery,NOC,"Truck, Tractor, or Trailer",
AL,"23151",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,N,Waste Disposal,Automobile Dismantlers,"Truck, Tractor, or Trailer",
AL,"23152",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,N,Waste Disposal,Building Wrecking Operators,"Truck, Tractor, or Trailer",
AL,"23153",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,N,Waste Disposal,Garbage,"Truck, Tractor, or Trailer",
AL,"23154",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,N,Waste Disposal,Junk Dealers,"Truck, Tractor, or Trailer",
AL,"23161",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,N,Farmers,Individually Owned or Family Corp. - Other Than Livestock Hauling,"Truck, Tractor, or Trailer",
AL,"23162",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,N,Farmers,Livestock Hauling,"Truck, Tractor, or Trailer",
AL,"23169",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,N,Farmers,NOC,"Truck, Tractor, or Trailer",
AL,"23171",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,N,Dump and Transit Mix Trucks and Trailers,Excavating,"Truck, Tractor, or Trailer",
AL,"23172",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,N,Dump and Transit Mix Trucks and Trailers,Sand and Gravel - Other than Quarrying,"Truck, Tractor, or Trailer",
AL,"23173",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,N,Dump and Transit Mix Trucks and Trailers,Mining,"Truck, Tractor, or Trailer",
AL,"23174",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,N,Dump and Transit Mix Trucks and Trailers,Quarrying,"Truck, Tractor, or Trailer",
AL,"23179",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,N,Dump and Transit Mix Trucks and Trailers,NOC,"Truck, Tractor, or Trailer",
AL,"23181",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,N,Contractors - Other Than Dump Trucks,Building - Commercial,"Truck, Tractor, or Trailer",
AL,"23182",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,N,Contractors - Other Than Dump Trucks,Building - Private Dwellings,"Truck, Tractor, or Trailer",
AL,"23183",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,N,Contractors - Other Than Dump Trucks,"Electrical, Plumbing, Masonry, Plastering and Other Repair or Service","Truck, Tractor, or Trailer",
AL,"23184",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,N,Contractors - Other Than Dump Trucks,Excavating,"Truck, Tractor, or Trailer",
AL,"23185",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,N,Contractors - Other Than Dump Trucks,Street and Road,"Truck, Tractor, or Trailer",
AL,"23189",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,N,Contractors - Other Than Dump Trucks,NOC,"Truck, Tractor, or Trailer",
AL,"23191",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,N,NOC,Logging and Lumbering,"Truck, Tractor, or Trailer",
AL,"23192",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,N,NOC,Petroleum Business,"Truck, Tractor, or Trailer",
AL,"23199",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,N,NOC,NOC,"Truck, Tractor, or Trailer",
AL,"23211",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,N,Manufacturers,Chemical,"Truck, Tractor, or Trailer",
AL,"23212",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,N,Manufacturers,Furniture,"Truck, Tractor, or Trailer",
AL,"23213",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,N,Manufacturers,Garment,"Truck, Tractor, or Trailer",
AL,"23214",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,N,Manufacturers,Machinery,"Truck, Tractor, or Trailer",
AL,"23215",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,N,Manufacturers,Metal,"Truck, Tractor, or Trailer",
AL,"23216",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,N,Manufacturers,Structural Iron or Steel,"Truck, Tractor, or Trailer",
AL,"23219",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,N,Manufacturers,NOC,"Truck, Tractor, or Trailer",
AL,"23221",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,N,Truckers,Common Carriers,"Truck, Tractor, or Trailer",
AL,"23222",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,N,Truckers,Contract Carriers - NOC,"Truck, Tractor, or Trailer",
AL,"23223",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,N,Truckers,Contract Carriers - Hauling Chemicals,"Truck, Tractor, or Trailer",
AL,"23224",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,N,Truckers,Contract Carriers - Hauling Iron and Steel,"Truck, Tractor, or Trailer",
AL,"23225",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,N,Truckers,Exempt Carriers - NOC,"Truck, Tractor, or Trailer",
AL,"23226",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,N,Truckers,Exempt Carriers - Hauling Livestock,"Truck, Tractor, or Trailer",
AL,"23227",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,N,Truckers,Contract Carriers - Hauling Petroleum or Petroleum Products,"Truck, Tractor, or Trailer",
AL,"23229",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,N,Truckers,NOC,"Truck, Tractor, or Trailer",
AL,"23231",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,N,Food Delivery,Canneries an Packing Plants,"Truck, Tractor, or Trailer",
AL,"23232",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,N,Food Delivery,Fish and Seafood,"Truck, Tractor, or Trailer",
AL,"23233",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,N,Food Delivery,Frozen Food,"Truck, Tractor, or Trailer",
AL,"23234",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,N,Food Delivery,Fruit and Vegetable,"Truck, Tractor, or Trailer",
AL,"23235",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,N,Food Delivery,Meat or Poultry,"Truck, Tractor, or Trailer",
AL,"23239",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,N,Food Delivery,NOC,"Truck, Tractor, or Trailer",
AL,"23241",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,N,Specialized Delivery,Armored Cars,"Truck, Tractor, or Trailer",
AL,"23242",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,N,Specialized Delivery,Film Delivery,"Truck, Tractor, or Trailer",
AL,"23243",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,N,Specialized Delivery,Magazines or Newspapers,"Truck, Tractor, or Trailer",
AL,"23244",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,N,Specialized Delivery,Mail and Parcel Post,"Truck, Tractor, or Trailer",
AL,"23249",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,N,Specialized Delivery,NOC,"Truck, Tractor, or Trailer",
AL,"23251",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,N,Waste Disposal,Automobile Dismantlers,"Truck, Tractor, or Trailer",
AL,"23252",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,N,Waste Disposal,Building Wrecking Operators,"Truck, Tractor, or Trailer",
AL,"23253",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,N,Waste Disposal,Garbage,"Truck, Tractor, or Trailer",
AL,"23254",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,N,Waste Disposal,Junk Dealers,"Truck, Tractor, or Trailer",
AL,"23261",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,N,Farmers,Individually Owned or Family Corp. - Other Than Livestock Hauling,"Truck, Tractor, or Trailer",
AL,"23262",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,N,Farmers,Livestock Hauling,"Truck, Tractor, or Trailer",
AL,"23269",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,N,Farmers,NOC,"Truck, Tractor, or Trailer",
AL,"23271",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,N,Dump and Transit Mix Trucks and Trailers,Excavating,"Truck, Tractor, or Trailer",
AL,"23272",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,N,Dump and Transit Mix Trucks and Trailers,Sand and Gravel - Other than Quarrying,"Truck, Tractor, or Trailer",
AL,"23273",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,N,Dump and Transit Mix Trucks and Trailers,Mining,"Truck, Tractor, or Trailer",
AL,"23274",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,N,Dump and Transit Mix Trucks and Trailers,Quarrying,"Truck, Tractor, or Trailer",
AL,"23279",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,N,Dump and Transit Mix Trucks and Trailers,NOC,"Truck, Tractor, or Trailer",
AL,"23281",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,N,Contractors - Other Than Dump Trucks,Building - Commercial,"Truck, Tractor, or Trailer",
AL,"23282",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,N,Contractors - Other Than Dump Trucks,Building - Private Dwellings,"Truck, Tractor, or Trailer",
AL,"23283",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,N,Contractors - Other Than Dump Trucks,"Electrical, Plumbing, Masonry, Plastering and Other Repair or Service","Truck, Tractor, or Trailer",
AL,"23284",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,N,Contractors - Other Than Dump Trucks,Excavating,"Truck, Tractor, or Trailer",
AL,"23285",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,N,Contractors - Other Than Dump Trucks,Street and Road,"Truck, Tractor, or Trailer",
AL,"23289",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,N,Contractors - Other Than Dump Trucks,NOC,"Truck, Tractor, or Trailer",
AL,"23291",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,N,NOC,Logging and Lumbering,"Truck, Tractor, or Trailer",
AL,"23292",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,N,NOC,Petroleum Business,"Truck, Tractor, or Trailer",
AL,"23299",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,N,NOC,NOC,"Truck, Tractor, or Trailer",
AL,"23311",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Zone Rated,N,Manufacturers,Chemical,"Truck, Tractor, or Trailer",
AL,"23312",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Zone Rated,N,Manufacturers,Furniture,"Truck, Tractor, or Trailer",
AL,"23313",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Zone Rated,N,Manufacturers,Garment,"Truck, Tractor, or Trailer",
AL,"23314",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Zone Rated,N,Manufacturers,Machinery,"Truck, Tractor, or Trailer",
AL,"23315",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Zone Rated,N,Manufacturers,Metal,"Truck, Tractor, or Trailer",
AL,"23316",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Zone Rated,N,Manufacturers,Structural Iron or Steel,"Truck, Tractor, or Trailer",
AL,"23319",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Zone Rated,N,Manufacturers,NOC,"Truck, Tractor, or Trailer",
AL,"23321",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Zone Rated,N,Truckers,Common Carriers,"Truck, Tractor, or Trailer",
AL,"23322",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Zone Rated,N,Truckers,Contract Carriers - NOC,"Truck, Tractor, or Trailer",
AL,"23323",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Zone Rated,N,Truckers,Contract Carriers - Hauling Chemicals,"Truck, Tractor, or Trailer",
AL,"23324",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Zone Rated,N,Truckers,Contract Carriers - Hauling Iron and Steel,"Truck, Tractor, or Trailer",
AL,"23325",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Zone Rated,N,Truckers,Exempt Carriers - NOC,"Truck, Tractor, or Trailer",
AL,"23326",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Zone Rated,N,Truckers,Exempt Carriers - Hauling Livestock,"Truck, Tractor, or Trailer",
AL,"23327",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Zone Rated,N,Truckers,Contract Carriers - Hauling Petroleum or Petroleum Products,"Truck, Tractor, or Trailer",
AL,"23329",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Zone Rated,N,Truckers,NOC,"Truck, Tractor, or Trailer",
AL,"23331",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Zone Rated,N,Food Delivery,Canneries an Packing Plants,"Truck, Tractor, or Trailer",
AL,"23332",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Zone Rated,N,Food Delivery,Fish and Seafood,"Truck, Tractor, or Trailer",
AL,"23333",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Zone Rated,N,Food Delivery,Frozen Food,"Truck, Tractor, or Trailer",
AL,"23334",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Zone Rated,N,Food Delivery,Fruit and Vegetable,"Truck, Tractor, or Trailer",
AL,"23335",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Zone Rated,N,Food Delivery,Meat or Poultry,"Truck, Tractor, or Trailer",
AL,"23339",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Zone Rated,N,Food Delivery,NOC,"Truck, Tractor, or Trailer",
AL,"23341",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Zone Rated,N,Specialized Delivery,Armored Cars,"Truck, Tractor, or Trailer",
AL,"23342",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Zone Rated,N,Specialized Delivery,Film Delivery,"Truck, Tractor, or Trailer",
AL,"23343",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Zone Rated,N,Specialized Delivery,Magazines or Newspapers,"Truck, Tractor, or Trailer",
