"LOB","class_code","class_code_desc","auto_size_class","auto_size_class_type","auto_size_class_weight","auto_business_use_class","auto_radius_class","auto_fleet","auto_classification","auto_subclassification","auto_type","auto_subtype"
APD,"21661",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Zone Rated,Y,Farmers,Individually Owned or Family Corp. - Other Than Livestock Hauling,"Truck, Tractor, or Trailer",
APD,"21662",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Zone Rated,Y,Farmers,Livestock Hauling,"Truck, Tractor, or Trailer",
APD,"21669",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Zone Rated,Y,Farmers,NOC,"Truck, Tractor, or Trailer",
APD,"21671",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Zone Rated,Y,Dump and Transit Mix Trucks and Trailers,Excavating,"Truck, Tractor, or Trailer",
APD,"21672",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Zone Rated,Y,Dump and Transit Mix Trucks and Trailers,Sand and Gravel - Other than Quarrying,"Truck, Tractor, or Trailer",
APD,"21673",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Zone Rated,Y,Dump and Transit Mix Trucks and Trailers,Mining,"Truck, Tractor, or Trailer",
APD,"21674",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Zone Rated,Y,Dump and Transit Mix Trucks and Trailers,Quarrying,"Truck, Tractor, or Trailer",
APD,"21679",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Zone Rated,Y,Dump and Transit Mix Trucks and Trailers,NOC,"Truck, Tractor, or Trailer",
APD,"21681",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Zone Rated,Y,Contractors - Other Than Dump Trucks,Building - Commercial,"Truck, Tractor, or Trailer",
APD,"21682",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Zone Rated,Y,Contractors - Other Than Dump Trucks,Building - Private Dwellings,"Truck, Tractor, or Trailer",
APD,"21683",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Zone Rated,Y,Contractors - Other Than Dump Trucks,"Electrical, Plumbing, Masonry, Plastering and Other Repair or Service","Truck, Tractor, or Trailer",
APD,"21684",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Zone Rated,Y,Contractors - Other Than Dump Trucks,Excavating,"Truck, Tractor, or Trailer",
APD,"21685",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Zone Rated,Y,Contractors - Other Than Dump Trucks,Street and Road,"Truck, Tractor, or Trailer",
APD,"21689",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Zone Rated,Y,Contractors - Other Than Dump Trucks,NOC,"Truck, Tractor, or Trailer",
APD,"21691",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Zone Rated,Y,NOC,Logging and Lumbering,"Truck, Tractor, or Trailer",
APD,"21692",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Zone Rated,Y,NOC,Petroleum Business,"Truck, Tractor, or Trailer",
APD,"21699",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Zone Rated,Y,NOC,NOC,"Truck, Tractor, or Trailer",
APD,"22111",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Local Up to 50 Miles,N,Manufacturers,Chemical,"Truck, Tractor, or Trailer",
APD,"22112",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Local Up to 50 Miles,N,Manufacturers,Furniture,"Truck, Tractor, or Trailer",
APD,"22113",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Local Up to 50 Miles,N,Manufacturers,Garment,"Truck, Tractor, or Trailer",
APD,"22114",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Local Up to 50 Miles,N,Manufacturers,Machinery,"Truck, Tractor, or Trailer",
APD,"22115",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Local Up to 50 Miles,N,Manufacturers,Metal,"Truck, Tractor, or Trailer",
APD,"22116",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Local Up to 50 Miles,N,Manufacturers,Structural Iron or Steel,"Truck, Tractor, or Trailer",
APD,"22119",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Local Up to 50 Miles,N,Manufacturers,NOC,"Truck, Tractor, or Trailer",
APD,"22121",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Local Up to 50 Miles,N,Truckers,Common Carriers,"Truck, Tractor, or Trailer",
APD,"22122",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Local Up to 50 Miles,N,Truckers,Contract Carriers - NOC,"Truck, Tractor, or Trailer",
APD,"22123",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Local Up to 50 Miles,N,Truckers,Contract Carriers - Hauling Chemicals,"Truck, Tractor, or Trailer",
APD,"22124",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Local Up to 50 Miles,N,Truckers,Contract Carriers - Hauling Iron and Steel,"Truck, Tractor, or Trailer",
APD,"22125",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Local Up to 50 Miles,N,Truckers,Exempt Carriers - NOC,"Truck, Tractor, or Trailer",
APD,"22126",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Local Up to 50 Miles,N,Truckers,Exempt Carriers - Hauling Livestock,"Truck, Tractor, or Trailer",
APD,"22127",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Local Up to 50 Miles,N,Truckers,Contract Carriers - Hauling Petroleum or Petroleum Products,"Truck, Tractor, or Trailer",
APD,"22129",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Local Up to 50 Miles,N,Truckers,NOC,"Truck, Tractor, or Trailer",
APD,"22131",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Local Up to 50 Miles,N,Food Delivery,Canneries an Packing Plants,"Truck, Tractor, or Trailer",
APD,"22132",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Local Up to 50 Miles,N,Food Delivery,Fish and Seafood,"Truck, Tractor, or Trailer",
APD,"22133",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Local Up to 50 Miles,N,Food Delivery,Frozen Food,"Truck, Tractor, or Trailer",
APD,"22134",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Local Up to 50 Miles,N,Food Delivery,Fruit and Vegetable,"Truck, Tractor, or Trailer",
APD,"22135",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Local Up to 50 Miles,N,Food Delivery,Meat or Poultry,"Truck, Tractor, or Trailer",
APD,"22139",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Local Up to 50 Miles,N,Food Delivery,NOC,"Truck, Tractor, or Trailer",
APD,"22141",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Local Up to 50 Miles,N,Specialized Delivery,Armored Cars,"Truck, Tractor, or Trailer",
APD,"22142",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Local Up to 50 Miles,N,Specialized Delivery,Film Delivery,"Truck, Tractor, or Trailer",
APD,"22143",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Local Up to 50 Miles,N,Specialized Delivery,Magazines or Newspapers,"Truck, Tractor, or Trailer",
APD,"22144",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Local Up to 50 Miles,N,Specialized Delivery,Mail and Parcel Post,"Truck, Tractor, or Trailer",
APD,"22149",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Local Up to 50 Miles,N,Specialized Delivery,NOC,"Truck, Tractor, or Trailer",
APD,"22151",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Local Up to 50 Miles,N,Waste Disposal,Automobile Dismantlers,"Truck, Tractor, or Trailer",
APD,"22152",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Local Up to 50 Miles,N,Waste Disposal,Building Wrecking Operators,"Truck, Tractor, or Trailer",
APD,"22153",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Local Up to 50 Miles,N,Waste Disposal,Garbage,"Truck, Tractor, or Trailer",
APD,"22154",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Local Up to 50 Miles,N,Waste Disposal,Junk Dealers,"Truck, Tractor, or Trailer",
APD,"22161",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Local Up to 50 Miles,N,Farmers,Individually Owned or Family Corp. - Other Than Livestock Hauling,"Truck, Tractor, or Trailer",
APD,"22162",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Local Up to 50 Miles,N,Farmers,Livestock Hauling,"Truck, Tractor, or Trailer",
APD,"22169",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Local Up to 50 Miles,N,Farmers,NOC,"Truck, Tractor, or Trailer",
APD,"22171",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Local Up to 50 Miles,N,Dump and Transit Mix Trucks and Trailers,Excavating,"Truck, Tractor, or Trailer",
APD,"22172",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Local Up to 50 Miles,N,Dump and Transit Mix Trucks and Trailers,Sand and Gravel - Other than Quarrying,"Truck, Tractor, or Trailer",
APD,"22173",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Local Up to 50 Miles,N,Dump and Transit Mix Trucks and Trailers,Mining,"Truck, Tractor, or Trailer",
APD,"22174",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Local Up to 50 Miles,N,Dump and Transit Mix Trucks and Trailers,Quarrying,"Truck, Tractor, or Trailer",
APD,"22179",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Local Up to 50 Miles,N,Dump and Transit Mix Trucks and Trailers,NOC,"Truck, Tractor, or Trailer",
APD,"22181",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Local Up to 50 Miles,N,Contractors - Other Than Dump Trucks,Building - Commercial,"Truck, Tractor, or Trailer",
APD,"22182",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Local Up to 50 Miles,N,Contractors - Other Than Dump Trucks,Building - Private Dwellings,"Truck, Tractor, or Trailer",
APD,"22183",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Local Up to 50 Miles,N,Contractors - Other Than Dump Trucks,"Electrical, Plumbing, Masonry, Plastering and Other Repair or Service","Truck, Tractor, or Trailer",
APD,"22184",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Local Up to 50 Miles,N,Contractors - Other Than Dump Trucks,Excavating,"Truck, Tractor, or Trailer",
APD,"22185",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Local Up to 50 Miles,N,Contractors - Other Than Dump Trucks,Street and Road,"Truck, Tractor, or Trailer",
APD,"22189",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Local Up to 50 Miles,N,Contractors - Other Than Dump Trucks,NOC,"Truck, Tractor, or Trailer",
APD,"22191",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Local Up to 50 Miles,N,NOC,Logging and Lumbering,"Truck, Tractor, or Trailer",
APD,"22192",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Local Up to 50 Miles,N,NOC,Petroleum Business,"Truck, Tractor, or Trailer",
APD,"22199",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Local Up to 50 Miles,N,NOC,NOC,"Truck, Tractor, or Trailer",
APD,"22211",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Intermediate 51-200 Miles,N,Manufacturers,Chemical,"Truck, Tractor, or Trailer",
APD,"22212",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Intermediate 51-200 Miles,N,Manufacturers,Furniture,"Truck, Tractor, or Trailer",
APD,"22213",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Intermediate 51-200 Miles,N,Manufacturers,Garment,"Truck, Tractor, or Trailer",
APD,"22214",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Intermediate 51-200 Miles,N,Manufacturers,Machinery,"Truck, Tractor, or Trailer",
APD,"22215",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Intermediate 51-200 Miles,N,Manufacturers,Metal,"Truck, Tractor, or Trailer",
APD,"22216",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Intermediate 51-200 Miles,N,Manufacturers,Structural Iron or Steel,"Truck, Tractor, or Trailer",
APD,"22219",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Intermediate 51-200 Miles,N,Manufacturers,NOC,"Truck, Tractor, or Trailer",
APD,"22221",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Intermediate 51-200 Miles,N,Truckers,Common Carriers,"Truck, Tractor, or Trailer",
APD,"22222",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Intermediate 51-200 Miles,N,Truckers,Contract Carriers - NOC,"Truck, Tractor, or Trailer",
APD,"22223",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Intermediate 51-200 Miles,N,Truckers,Contract Carriers - Hauling Chemicals,"Truck, Tractor, or Trailer",
APD,"22224",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Intermediate 51-200 Miles,N,Truckers,Contract Carriers - Hauling Iron and Steel,"Truck, Tractor, or Trailer",
APD,"22225",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Intermediate 51-200 Miles,N,Truckers,Exempt Carriers - NOC,"Truck, Tractor, or Trailer",
APD,"22226",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Intermediate 51-200 Miles,N,Truckers,Exempt Carriers - Hauling Livestock,"Truck, Tractor, or Trailer",
APD,"22227",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Intermediate 51-200 Miles,N,Truckers,Contract Carriers - Hauling Petroleum or Petroleum Products,"Truck, Tractor, or Trailer",
APD,"22229",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Intermediate 51-200 Miles,N,Truckers,NOC,"Truck, Tractor, or Trailer",
APD,"22231",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Intermediate 51-200 Miles,N,Food Delivery,Canneries an Packing Plants,"Truck, Tractor, or Trailer",
APD,"22232",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Intermediate 51-200 Miles,N,Food Delivery,Fish and Seafood,"Truck, Tractor, or Trailer",
APD,"22233",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Intermediate 51-200 Miles,N,Food Delivery,Frozen Food,"Truck, Tractor, or Trailer",
APD,"22234",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Intermediate 51-200 Miles,N,Food Delivery,Fruit and Vegetable,"Truck, Tractor, or Trailer",
APD,"22235",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Intermediate 51-200 Miles,N,Food Delivery,Meat or Poultry,"Truck, Tractor, or Trailer",
APD,"22239",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Intermediate 51-200 Miles,N,Food Delivery,NOC,"Truck, Tractor, or Trailer",
APD,"22241",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Intermediate 51-200 Miles,N,Specialized Delivery,Armored Cars,"Truck, Tractor, or Trailer",
APD,"22242",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Intermediate 51-200 Miles,N,Specialized Delivery,Film Delivery,"Truck, Tractor, or Trailer",
APD,"22243",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Intermediate 51-200 Miles,N,Specialized Delivery,Magazines or Newspapers,"Truck, Tractor, or Trailer",
APD,"22244",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Intermediate 51-200 Miles,N,Specialized Delivery,Mail and Parcel Post,"Truck, Tractor, or Trailer",
APD,"22249",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Intermediate 51-200 Miles,N,Specialized Delivery,NOC,"Truck, Tractor, or Trailer",
APD,"22251",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Intermediate 51-200 Miles,N,Waste Disposal,Automobile Dismantlers,"Truck, Tractor, or Trailer",
APD,"22252",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Intermediate 51-200 Miles,N,Waste Disposal,Building Wrecking Operators,"Truck, Tractor, or Trailer",
APD,"22253",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Intermediate 51-200 Miles,N,Waste Disposal,Garbage,"Truck, Tractor, or Trailer",
APD,"22254",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Intermediate 51-200 Miles,N,Waste Disposal,Junk Dealers,"Truck, Tractor, or Trailer",
APD,"22261",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Intermediate 51-200 Miles,N,Farmers,Individually Owned or Family Corp. - Other Than Livestock Hauling,"Truck, Tractor, or Trailer",
APD,"22262",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Intermediate 51-200 Miles,N,Farmers,Livestock Hauling,"Truck, Tractor, or Trailer",
APD,"22269",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Intermediate 51-200 Miles,N,Farmers,NOC,"Truck, Tractor, or Trailer",
APD,"22271",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Intermediate 51-200 Miles,N,Dump and Transit Mix Trucks and Trailers,Excavating,"Truck, Tractor, or Trailer",
APD,"22272",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Intermediate 51-200 Miles,N,Dump and Transit Mix Trucks and Trailers,Sand and Gravel - Other than Quarrying,"Truck, Tractor, or Trailer",
APD,"22273",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Intermediate 51-200 Miles,N,Dump and Transit Mix Trucks and Trailers,Mining,"Truck, Tractor, or Trailer",
APD,"22274",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Intermediate 51-200 Miles,N,Dump and Transit Mix Trucks and Trailers,Quarrying,"Truck, Tractor, or Trailer",
APD,"22279",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Intermediate 51-200 Miles,N,Dump and Transit Mix Trucks and Trailers,NOC,"Truck, Tractor, or Trailer",
APD,"22281",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Intermediate 51-200 Miles,N,Contractors - Other Than Dump Trucks,Building - Commercial,"Truck, Tractor, or Trailer",
APD,"22282",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Intermediate 51-200 Miles,N,Contractors - Other Than Dump Trucks,Building - Private Dwellings,"Truck, Tractor, or Trailer",
APD,"22283",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Intermediate 51-200 Miles,N,Contractors - Other Than Dump Trucks,"Electrical, Plumbing, Masonry, Plastering and Other Repair or Service","Truck, Tractor, or Trailer",
APD,"22284",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Intermediate 51-200 Miles,N,Contractors - Other Than Dump Trucks,Excavating,"Truck, Tractor, or Trailer",
APD,"22285",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Intermediate 51-200 Miles,N,Contractors - Other Than Dump Trucks,Street and Road,"Truck, Tractor, or Trailer",
APD,"22289",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Intermediate 51-200 Miles,N,Contractors - Other Than Dump Trucks,NOC,"Truck, Tractor, or Trailer",
APD,"22291",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Intermediate 51-200 Miles,N,NOC,Logging and Lumbering,"Truck, Tractor, or Trailer",
APD,"22292",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Retail,Intermediate 51-200 Miles,N,NOC,Petroleum Business,"Truck, Tractor, or Trailer",
